@RELATION f1

@ATTRIBUTE position_prev_race NUMERIC
@ATTRIBUTE position_prev_year NUMERIC
@ATTRIBUTE position_qualy     NUMERIC
@ATTRIBUTE 'class' { IN, OUT}

@DATA
6,-1,10,IN
13,-1,9,IN
11,-1,18,IN
15,-1,20,IN
18,-1,19,OUT
10,-1,14,OUT
20,-1,15,OUT
17,-1,16,OUT
12,-1,6,OUT
14,-1,13,OUT
3,-1,3,OUT
16,-1,17,OUT
8,-1,12,OUT
5,-1,4,OUT
1,-1,6,IN
6,-1,3,IN
12,-1,12,IN
5,-1,14,IN
7,-1,13,IN
17,-1,2,IN
15,-1,4,IN
8,-1,11,IN
13,-1,1,IN
3,-1,5,IN
19,-1,7,OUT
4,-1,17,OUT
20,-1,15,OUT
2,-1,9,OUT
9,-1,8,OUT
16,-1,18,OUT
18,-1,16,OUT
14,-1,19,OUT
11,-1,20,OUT
10,-1,10,OUT
1,1,1,IN
6,4,3,IN
7,9,4,IN
8,6,9,IN
5,19,15,IN
13,8,8,IN
10,18,6,IN
14,2,2,IN
11,-1,7,IN
4,3,12,IN
12,12,10,OUT
16,15,14,OUT
3,5,11,OUT
19,-1,20,OUT
15,7,17,OUT
20,11,16,OUT
17,13,18,OUT
2,10,5,OUT
9,14,13,OUT
18,20,19,OUT
18,-1,5,IN
9,-1,11,IN
19,-1,10,IN
5,-1,8,IN
7,-1,7,IN
3,-1,12,IN
11,-1,6,IN
8,-1,1,IN
12,-1,2,IN
4,-1,15,IN
6,-1,9,OUT
13,-1,13,OUT
16,-1,14,OUT
15,-1,19,OUT
17,-1,16,OUT
-1,-1,18,OUT
-1,-1,20,OUT
14,-1,17,OUT
2,-1,3,OUT
10,-1,4,OUT
19,2,1,IN
8,4,2,IN
-1,1,3,IN
6,6,5,IN
10,8,4,IN
4,10,6,IN
5,11,12,IN
11,18,10,IN
2,-1,11,IN
3,20,8,IN
7,9,7,OUT
14,13,16,OUT
20,3,9,OUT
12,5,13,OUT
9,17,18,OUT
13,16,14,OUT
18,-1,20,OUT
15,14,17,OUT
17,-1,19,OUT
1,7,15,OUT
-1,1,2,IN
-1,2,1,IN
-1,8,3,IN
-1,4,7,IN
-1,18,11,IN
-1,10,4,IN
-1,7,6,IN
-1,5,8,IN
-1,-1,13,IN
-1,19,10,IN
-1,15,14,OUT
-1,16,12,OUT
-1,9,16,OUT
-1,12,15,OUT
-1,13,18,OUT
-1,-1,19,OUT
-1,6,5,OUT
-1,14,17,OUT
-1,-1,9,OUT
-1,-1,20,OUT
2,17,3,IN
1,1,1,IN
4,8,7,IN
6,5,4,IN
8,7,11,IN
7,3,6,IN
17,20,5,IN
10,13,10,IN
13,19,9,IN
19,-1,15,IN
5,6,2,OUT
9,-1,20,OUT
11,9,16,OUT
12,10,17,OUT
15,12,13,OUT
16,-1,18,OUT
20,-1,19,OUT
3,2,8,OUT
14,16,12,OUT
18,11,14,OUT
2,1,2,IN
1,3,3,IN
18,2,1,IN
11,7,4,IN
3,13,7,IN
4,4,8,IN
9,8,6,IN
10,-1,13,IN
6,9,16,IN
7,5,9,IN
5,6,5,OUT
14,15,12,OUT
15,10,10,OUT
8,20,17,OUT
12,-1,14,OUT
19,14,11,OUT
16,-1,19,OUT
20,18,18,OUT
17,-1,20,OUT
13,11,15,OUT
1,1,1,IN
2,2,2,IN
3,3,3,IN
6,20,4,IN
4,5,8,IN
9,11,7,IN
11,6,6,IN
5,10,9,IN
7,13,5,IN
10,9,12,IN
14,4,11,OUT
20,14,17,OUT
13,7,13,OUT
16,17,15,OUT
12,16,14,OUT
18,18,19,OUT
8,-1,10,OUT
17,-1,18,OUT
19,-1,20,OUT
15,-1,16,OUT
2,-1,2,IN
7,-1,4,IN
8,-1,5,IN
5,-1,9,IN
13,-1,8,IN
10,-1,6,IN
1,-1,7,IN
11,-1,13,IN
9,-1,11,IN
15,-1,10,IN
12,-1,14,OUT
6,-1,12,OUT
17,-1,17,OUT
14,-1,15,OUT
16,-1,18,OUT
20,-1,16,OUT
19,-1,19,OUT
18,-1,-1,OUT
3,-1,3,OUT
4,-1,1,OUT
4,-1,7,IN
5,-1,11,IN
6,-1,4,IN
20,-1,1,IN
3,-1,6,IN
13,-1,9,IN
16,-1,8,IN
2,-1,5,IN
12,-1,13,IN
11,-1,14,IN
10,-1,20,OUT
19,-1,10,OUT
18,-1,17,OUT
17,-1,18,OUT
7,-1,2,OUT
15,-1,16,OUT
14,-1,15,OUT
1,-1,3,OUT
8,-1,19,OUT
9,-1,12,OUT
18,-1,1,IN
15,-1,2,IN
1,-1,4,IN
12,-1,3,IN
5,-1,8,IN
9,-1,10,IN
3,-1,6,IN
6,-1,9,IN
2,-1,12,IN
19,-1,19,IN
8,-1,5,OUT
17,-1,14,OUT
7,-1,20,OUT
20,-1,11,OUT
11,-1,13,OUT
4,-1,7,OUT
10,-1,17,OUT
16,-1,16,OUT
13,-1,15,OUT
14,-1,18,OUT
1,3,1,IN
2,1,3,IN
4,2,2,IN
3,6,5,IN
5,5,4,IN
11,9,12,IN
16,19,7,IN
10,7,10,IN
8,-1,9,IN
13,-1,8,IN
17,11,18,OUT
9,20,14,OUT
6,8,13,OUT
14,18,17,OUT
15,14,15,OUT
19,-1,19,OUT
18,17,16,OUT
20,-1,20,OUT
12,16,11,OUT
7,15,6,OUT
1,20,1,IN
3,1,5,IN
5,3,2,IN
2,4,4,IN
6,5,11,IN
4,6,3,IN
13,19,13,IN
7,2,12,IN
20,7,6,IN
9,-1,14,IN
19,15,9,OUT
10,-1,7,OUT
8,18,10,OUT
15,9,15,OUT
11,14,16,OUT
17,11,18,OUT
12,10,8,OUT
16,-1,19,OUT
18,-1,20,OUT
14,8,17,OUT
4,1,1,IN
8,3,4,IN
2,11,3,IN
3,5,6,IN
7,4,7,IN
5,13,9,IN
10,-1,11,IN
13,9,15,IN
20,6,13,IN
12,-1,16,IN
9,7,12,OUT
11,12,8,OUT
14,14,14,OUT
16,15,18,OUT
15,17,17,OUT
6,-1,5,OUT
19,-1,20,OUT
18,-1,19,OUT
17,10,10,OUT
1,2,2,OUT
9,14,8,IN
1,1,1,IN
6,9,15,IN
7,-1,9,IN
11,20,5,IN
10,-1,16,IN
14,19,18,IN
12,18,17,IN
20,2,3,IN
15,15,13,IN
5,8,11,OUT
18,-1,20,OUT
13,17,14,OUT
17,-1,19,OUT
4,13,6,OUT
3,3,2,OUT
16,7,4,OUT
2,11,7,OUT
8,4,12,OUT
19,6,10,OUT
9,3,1,IN
8,19,2,IN
2,1,3,IN
11,4,4,IN
20,13,5,IN
5,8,6,IN
1,5,9,IN
18,14,11,IN
7,16,12,IN
3,20,13,IN
4,-1,14,OUT
16,2,8,OUT
13,18,16,OUT
15,7,10,OUT
6,-1,17,OUT
12,-1,18,OUT
14,-1,20,OUT
10,12,19,OUT
17,10,7,OUT
19,9,15,OUT
1,-1,1,IN
3,-1,2,IN
12,-1,3,IN
6,-1,4,IN
8,-1,5,IN
11,-1,9,IN
10,-1,6,IN
19,-1,16,IN
7,-1,8,IN
14,-1,13,IN
4,-1,10,OUT
20,-1,12,OUT
5,-1,17,OUT
13,-1,7,OUT
-1,-1,18,OUT
9,-1,14,OUT
2,-1,11,OUT
16,-1,19,OUT
15,-1,15,OUT
17,-1,20,OUT
11,6,5,IN
10,4,4,IN
3,5,1,IN
5,18,8,IN
8,10,9,IN
7,2,7,IN
12,3,12,IN
6,-1,13,IN
17,14,15,IN
9,8,14,IN
16,11,16,OUT
13,20,11,OUT
14,16,10,OUT
15,-1,19,OUT
18,-1,18,OUT
20,-1,20,OUT
2,7,2,OUT
1,17,3,OUT
4,1,6,OUT
19,-1,17,OUT
17,3,4,IN
18,2,20,IN
6,19,2,IN
1,5,5,IN
3,1,7,IN
8,-1,6,IN
2,15,1,IN
-1,14,16,IN
5,4,9,IN
9,18,3,IN
7,20,8,OUT
12,13,11,OUT
19,9,12,OUT
10,7,10,OUT
4,6,15,OUT
13,11,18,OUT
20,-1,13,OUT
16,-1,19,OUT
11,16,14,OUT
15,-1,17,OUT
5,14,2,IN
2,6,3,IN
9,2,7,IN
15,4,4,IN
1,1,1,IN
13,13,5,IN
7,8,8,IN
3,5,15,IN
11,9,9,IN
14,11,12,IN
16,20,18,OUT
8,15,19,OUT
4,10,16,OUT
17,-1,10,OUT
10,16,13,OUT
6,-1,6,OUT
19,19,17,OUT
12,3,11,OUT
20,-1,14,OUT
18,-1,20,OUT
2,-1,1,IN
5,-1,2,IN
3,-1,3,IN
4,-1,5,IN
13,-1,7,IN
1,-1,4,IN
8,-1,6,IN
7,-1,8,IN
14,-1,10,IN
18,-1,12,IN
11,-1,13,OUT
9,-1,16,OUT
12,-1,18,OUT
15,-1,15,OUT
17,-1,17,OUT
19,-1,19,OUT
20,-1,20,OUT
16,-1,14,OUT
10,-1,11,OUT
6,-1,9,OUT
1,-1,3,IN
2,-1,2,IN
3,-1,4,IN
20,-1,5,IN
4,-1,8,IN
7,-1,6,IN
10,-1,11,IN
13,-1,12,IN
18,-1,16,IN
8,-1,10,IN
11,-1,14,OUT
5,-1,7,OUT
19,-1,15,OUT
12,-1,20,OUT
6,-1,1,OUT
14,-1,13,OUT
15,-1,17,OUT
17,-1,19,OUT
16,-1,18,OUT
9,-1,9,OUT
2,-1,1,IN
1,-1,2,IN
15,-1,3,IN
3,-1,4,IN
5,-1,7,IN
6,-1,6,IN
4,-1,5,IN
13,-1,11,IN
9,-1,10,IN
10,-1,8,IN
7,-1,12,OUT
8,-1,14,OUT
16,-1,18,OUT
11,-1,15,OUT
20,-1,13,OUT
17,-1,17,OUT
18,-1,20,OUT
19,-1,19,OUT
12,-1,9,OUT
14,-1,16,OUT
1,-1,1,IN
2,-1,2,IN
9,-1,5,IN
4,-1,11,IN
8,-1,9,IN
20,-1,12,IN
6,-1,7,IN
5,-1,13,IN
10,-1,6,IN
11,-1,10,IN
7,-1,4,OUT
19,-1,14,OUT
15,-1,8,OUT
12,-1,16,OUT
14,-1,18,OUT
18,-1,19,OUT
13,-1,15,OUT
17,-1,20,OUT
16,-1,17,OUT
3,-1,3,OUT
1,-1,1,IN
2,-1,3,IN
20,-1,2,IN
5,-1,9,IN
12,-1,11,IN
11,-1,6,IN
8,-1,4,IN
7,-1,15,IN
15,-1,10,IN
9,-1,7,IN
6,-1,18,OUT
19,-1,16,OUT
3,-1,13,OUT
13,-1,8,OUT
14,-1,12,OUT
10,-1,17,OUT
4,-1,5,OUT
18,-1,20,OUT
17,-1,14,OUT
16,-1,19,OUT
2,1,1,IN
1,3,2,IN
8,6,5,IN
14,-1,8,IN
6,8,12,IN
3,2,6,IN
10,5,3,IN
13,-1,11,IN
4,9,9,IN
7,13,7,IN
16,14,15,OUT
5,7,10,OUT
11,10,13,OUT
20,-1,19,OUT
17,20,4,OUT
12,17,16,OUT
9,16,14,OUT
19,15,17,OUT
15,12,18,OUT
18,-1,20,OUT
-1,6,1,IN
-1,8,3,IN
-1,1,5,IN
-1,14,9,IN
-1,-1,7,IN
-1,3,6,IN
-1,13,11,IN
-1,9,16,IN
-1,19,8,IN
-1,-1,15,IN
-1,16,12,OUT
-1,10,19,OUT
-1,-1,14,OUT
-1,7,18,OUT
-1,4,13,OUT
-1,18,20,OUT
-1,-1,17,OUT
-1,5,4,OUT
-1,-1,2,OUT
-1,17,10,OUT
19,-1,4,IN
1,7,2,IN
2,8,3,IN
18,17,1,IN
4,19,6,IN
7,4,5,IN
15,10,11,IN
20,6,9,IN
5,-1,10,IN
3,1,16,IN
10,-1,13,OUT
17,-1,18,OUT
12,11,15,OUT
13,-1,17,OUT
6,3,8,OUT
9,13,7,OUT
14,5,12,OUT
16,12,19,OUT
8,14,20,OUT
11,20,14,OUT
2,-1,1,IN
4,-1,3,IN
5,-1,6,IN
10,-1,5,IN
7,-1,4,IN
17,-1,7,IN
6,-1,8,IN
15,-1,12,IN
8,-1,11,IN
14,-1,16,IN
11,-1,14,OUT
13,-1,20,OUT
20,-1,15,OUT
9,-1,17,OUT
19,-1,13,OUT
18,-1,19,OUT
16,-1,10,OUT
1,-1,2,OUT
-1,-1,18,OUT
3,-1,9,OUT
18,-1,1,IN
2,11,7,IN
5,3,3,IN
3,19,11,IN
8,18,8,IN
1,4,2,IN
15,12,16,IN
19,15,9,IN
14,-1,4,IN
12,8,15,IN
10,-1,20,OUT
9,7,17,OUT
4,2,13,OUT
7,9,19,OUT
11,-1,14,OUT
16,20,18,OUT
13,16,12,OUT
6,6,6,OUT
17,10,5,OUT
20,5,10,OUT
1,-1,3,IN
6,-1,1,IN
20,-1,2,IN
2,-1,4,IN
4,-1,12,IN
13,-1,6,IN
5,-1,5,IN
14,-1,20,IN
11,-1,18,IN
10,-1,10,IN
19,-1,11,OUT
7,-1,9,OUT
18,-1,14,OUT
16,-1,19,OUT
17,-1,15,OUT
9,-1,16,OUT
8,-1,13,OUT
12,-1,7,OUT
3,-1,8,OUT
15,-1,17,OUT
1,-1,2,IN
4,5,5,IN
5,14,4,IN
3,7,3,IN
6,1,6,IN
7,3,7,IN
8,9,12,IN
19,8,11,IN
11,17,17,IN
12,20,13,IN
17,13,16,OUT
13,6,9,OUT
18,10,14,OUT
15,18,10,OUT
10,11,18,OUT
14,16,20,OUT
16,-1,8,OUT
9,-1,19,OUT
20,-1,15,OUT
2,4,1,OUT
2,4,3,IN
4,2,2,IN
1,-1,4,IN
20,20,1,IN
3,14,6,IN
8,3,5,IN
9,13,7,IN
5,7,8,IN
6,19,12,IN
11,5,9,IN
13,6,17,OUT
7,9,10,OUT
12,12,14,OUT
15,8,18,OUT
16,15,19,OUT
19,-1,20,OUT
10,16,11,OUT
18,-1,16,OUT
14,18,15,OUT
17,-1,13,OUT
3,-1,3,IN
1,1,2,IN
5,17,5,IN
8,15,7,IN
11,3,6,IN
10,2,9,IN
7,6,10,IN
13,9,12,IN
6,5,11,IN
12,20,13,IN
9,12,15,OUT
18,-1,17,OUT
17,7,8,OUT
19,13,20,OUT
15,16,18,OUT
14,19,19,OUT
20,-1,16,OUT
16,-1,14,OUT
4,4,1,OUT
2,8,4,OUT
1,-1,1,IN
20,-1,3,IN
4,-1,4,IN
3,-1,8,IN
19,-1,15,IN
10,-1,7,IN
11,-1,11,IN
18,-1,10,IN
7,-1,2,IN
16,-1,18,IN
8,-1,9,OUT
6,-1,17,OUT
12,-1,12,OUT
5,-1,16,OUT
9,-1,14,OUT
15,-1,19,OUT
17,-1,5,OUT
13,-1,20,OUT
14,-1,6,OUT
2,-1,13,OUT
2,6,1,IN
20,16,4,IN
3,1,5,IN
5,2,3,IN
9,7,7,IN
15,4,6,IN
1,-1,2,IN
19,18,19,IN
12,19,18,IN
17,-1,17,IN
10,8,20,OUT
16,14,10,OUT
11,5,14,OUT
18,10,13,OUT
6,9,15,OUT
14,11,11,OUT
7,3,12,OUT
4,12,8,OUT
8,-1,9,OUT
13,-1,16,OUT
4,8,2,IN
7,-1,1,IN
3,4,9,IN
18,11,4,IN
15,20,5,IN
8,18,7,IN
6,3,15,IN
10,-1,6,IN
13,7,16,IN
5,10,8,IN
17,2,12,OUT
20,-1,11,OUT
11,13,17,OUT
19,-1,18,OUT
16,9,10,OUT
14,12,14,OUT
9,17,20,OUT
1,5,3,OUT
12,16,19,OUT
2,6,13,OUT
2,-1,2,IN
3,2,4,IN
4,12,6,IN
20,3,3,IN
18,11,9,IN
10,8,7,IN
7,5,5,IN
5,14,12,IN
9,6,11,IN
13,10,17,IN
17,9,14,OUT
15,7,16,OUT
12,-1,15,OUT
11,4,13,OUT
6,19,19,OUT
14,-1,18,OUT
19,18,20,OUT
8,-1,10,OUT
1,16,1,OUT
16,13,8,OUT
1,-1,10,IN
2,2,7,IN
3,8,1,IN
5,3,2,IN
4,17,11,IN
19,18,3,IN
7,15,4,IN
6,4,6,IN
8,1,5,IN
11,20,18,IN
10,19,14,OUT
12,5,19,OUT
16,-1,12,OUT
15,12,15,OUT
9,11,9,OUT
18,-1,13,OUT
13,-1,17,OUT
17,7,20,OUT
20,6,16,OUT
14,16,8,OUT
1,-1,1,IN
5,19,3,IN
4,10,2,IN
3,2,8,IN
8,11,6,IN
6,8,4,IN
9,7,5,IN
10,5,16,IN
12,6,12,IN
17,-1,9,IN
11,20,14,OUT
7,14,10,OUT
19,15,19,OUT
13,-1,13,OUT
15,4,11,OUT
16,-1,18,OUT
14,16,15,OUT
18,9,17,OUT
20,12,20,OUT
2,3,7,OUT
1,-1,1,IN
4,17,6,IN
6,5,2,IN
20,2,4,IN
2,8,5,IN
5,6,13,IN
12,10,7,IN
3,7,3,IN
7,9,12,IN
11,12,10,IN
9,4,11,OUT
10,-1,15,OUT
17,18,8,OUT
8,13,19,OUT
16,-1,18,OUT
14,-1,14,OUT
15,11,17,OUT
18,16,20,OUT
19,3,16,OUT
13,19,9,OUT
1,-1,2,IN
3,4,1,IN
2,9,6,IN
8,6,3,IN
4,17,5,IN
5,5,4,IN
7,2,7,IN
11,19,9,IN
-1,-1,13,IN
16,-1,14,IN
9,10,11,OUT
13,15,20,OUT
19,3,12,OUT
20,20,15,OUT
18,11,16,OUT
15,-1,19,OUT
17,1,8,OUT
10,7,18,OUT
6,8,10,OUT
14,12,17,OUT
6,-1,2,IN
2,-1,1,IN
4,-1,4,IN
7,-1,6,IN
17,-1,17,IN
18,-1,12,IN
1,-1,8,IN
20,-1,14,IN
5,-1,3,IN
8,-1,7,IN
13,-1,16,OUT
16,-1,9,OUT
12,-1,13,OUT
3,-1,11,OUT
14,-1,10,OUT
11,-1,18,OUT
-1,-1,19,OUT
19,-1,5,OUT
15,-1,20,OUT
10,-1,15,OUT
7,-1,1,IN
1,-1,4,IN
2,-1,2,IN
16,-1,5,IN
9,-1,6,IN
8,-1,9,IN
18,-1,7,IN
14,-1,8,IN
19,-1,20,IN
4,-1,10,IN
5,-1,11,OUT
6,-1,19,OUT
15,-1,13,OUT
12,-1,18,OUT
11,-1,12,OUT
20,-1,14,OUT
13,-1,15,OUT
10,-1,17,OUT
3,-1,3,OUT
17,-1,16,OUT
1,-1,3,IN
5,2,5,IN
3,4,2,IN
2,3,4,IN
8,14,6,IN
10,8,8,IN
7,18,9,IN
6,10,12,IN
14,-1,16,IN
13,9,15,IN
4,19,18,OUT
16,-1,14,OUT
20,-1,11,OUT
18,20,13,OUT
17,16,19,OUT
11,5,17,OUT
9,15,20,OUT
12,12,7,OUT
15,6,10,OUT
19,7,1,OUT
1,-1,1,IN
2,2,3,IN
4,3,4,IN
5,16,2,IN
20,6,5,IN
3,5,7,IN
16,12,11,IN
11,13,10,IN
6,10,8,IN
19,15,6,IN
14,4,14,OUT
13,-1,19,OUT
12,-1,12,OUT
8,7,17,OUT
18,14,18,OUT
15,19,16,OUT
9,-1,15,OUT
17,17,20,OUT
7,9,9,OUT
10,20,13,OUT
4,13,3,IN
2,1,8,IN
5,6,5,IN
6,5,10,IN
19,9,7,IN
1,-1,2,IN
3,4,9,IN
8,8,6,IN
10,3,18,IN
15,20,15,IN
14,11,13,OUT
13,-1,17,OUT
16,18,20,OUT
11,7,12,OUT
12,-1,11,OUT
18,16,16,OUT
20,15,19,OUT
9,10,4,OUT
17,-1,1,OUT
7,19,14,OUT
6,-1,1,IN
4,10,3,IN
7,15,2,IN
3,3,4,IN
1,18,6,IN
18,7,7,IN
8,9,8,IN
10,13,14,IN
20,12,10,IN
11,11,9,IN
17,4,12,OUT
12,-1,15,OUT
15,-1,19,OUT
14,5,17,OUT
9,6,18,OUT
13,14,13,OUT
19,-1,16,OUT
2,2,5,OUT
16,16,20,OUT
5,8,11,OUT
-1,19,1,IN
-1,18,2,IN
-1,9,5,IN
-1,2,4,IN
-1,3,7,IN
-1,12,8,IN
-1,4,6,IN
-1,6,12,IN
-1,20,20,IN
-1,13,15,IN
-1,8,14,OUT
-1,-1,16,OUT
-1,5,17,OUT
-1,-1,19,OUT
-1,17,10,OUT
-1,10,13,OUT
-1,15,11,OUT
-1,7,9,OUT
-1,1,3,OUT
-1,-1,18,OUT
2,4,1,IN
1,1,15,IN
3,16,3,IN
7,5,4,IN
5,10,8,IN
4,3,5,IN
19,2,2,IN
18,6,7,IN
9,8,10,IN
13,9,13,IN
11,19,16,OUT
15,12,11,OUT
16,11,12,OUT
14,-1,18,OUT
20,-1,9,OUT
12,-1,20,OUT
17,7,19,OUT
8,15,14,OUT
10,14,17,OUT
6,13,6,OUT
2,18,1,IN
5,4,3,IN
3,17,4,IN
20,12,6,IN
1,2,20,IN
17,5,13,IN
12,-1,10,IN
15,-1,16,IN
13,11,17,IN
11,15,12,IN
18,8,19,OUT
6,20,5,OUT
9,9,9,OUT
8,7,11,OUT
14,-1,15,OUT
16,-1,18,OUT
10,14,14,OUT
4,3,2,OUT
19,10,8,OUT
7,1,7,OUT
5,2,3,IN
1,1,2,IN
20,19,1,IN
3,7,6,IN
12,20,4,IN
2,4,5,IN
4,16,9,IN
18,3,11,IN
6,9,7,IN
10,13,8,IN
8,-1,10,OUT
19,12,13,OUT
17,17,18,OUT
13,5,19,OUT
14,10,12,OUT
16,-1,15,OUT
7,-1,17,OUT
11,11,14,OUT
9,18,16,OUT
15,-1,20,OUT
2,1,9,IN
1,4,1,IN
4,11,2,IN
8,5,6,IN
5,3,3,IN
6,6,13,IN
3,2,7,IN
14,18,5,IN
15,8,8,IN
13,16,4,IN
10,12,17,OUT
7,10,18,OUT
18,7,10,OUT
12,9,11,OUT
17,-1,12,OUT
19,20,14,OUT
9,19,16,OUT
20,-1,15,OUT
11,-1,19,OUT
16,-1,20,OUT
1,3,1,IN
3,7,2,IN
9,12,4,IN
6,8,6,IN
4,5,8,IN
7,4,3,IN
8,11,7,IN
5,2,5,IN
17,6,10,IN
19,-1,11,IN
13,9,15,OUT
18,-1,12,OUT
16,16,19,OUT
14,18,13,OUT
11,17,9,OUT
2,1,20,OUT
15,-1,18,OUT
20,-1,16,OUT
10,20,17,OUT
12,14,14,OUT
1,1,1,IN
4,5,5,IN
5,3,12,IN
16,2,11,IN
8,4,2,IN
20,15,6,IN
2,9,9,IN
3,7,7,IN
13,19,13,IN
7,13,4,IN
6,20,19,OUT
15,10,15,OUT
10,-1,10,OUT
12,-1,14,OUT
17,-1,8,OUT
14,18,18,OUT
9,8,3,OUT
19,17,17,OUT
11,6,16,OUT
18,-1,20,OUT
1,1,1,IN
7,9,3,IN
2,3,4,IN
11,5,11,IN
5,2,8,IN
4,20,12,IN
16,13,10,IN
8,6,6,IN
6,10,13,IN
19,7,15,IN
13,-1,9,OUT
10,14,17,OUT
17,15,7,OUT
12,18,16,OUT
15,-1,2,OUT
9,8,20,OUT
18,17,14,OUT
14,-1,18,OUT
3,4,5,OUT
20,-1,19,OUT
1,2,1,IN
4,1,2,IN
6,20,15,IN
5,18,3,IN
13,7,4,IN
2,10,7,IN
3,3,5,IN
19,4,11,IN
12,15,9,IN
9,13,6,IN
7,12,10,OUT
8,5,12,OUT
20,-1,18,OUT
16,14,17,OUT
18,-1,20,OUT
10,11,14,OUT
11,-1,13,OUT
14,16,16,OUT
17,8,19,OUT
15,-1,8,OUT
1,7,1,IN
5,6,2,IN
7,3,7,IN
17,-1,3,IN
8,18,6,IN
3,2,16,IN
6,5,9,IN
11,20,8,IN
2,4,4,IN
4,1,5,IN
13,-1,14,OUT
16,17,15,OUT
20,-1,11,OUT
10,11,12,OUT
14,19,18,OUT
18,14,17,OUT
15,-1,19,OUT
9,16,10,OUT
19,10,20,OUT
12,15,13,OUT
1,1,2,IN
2,7,3,IN
6,5,9,IN
3,2,1,IN
4,-1,4,IN
5,3,18,IN
9,6,6,IN
10,4,11,IN
7,8,8,IN
14,11,14,IN
8,17,16,OUT
12,20,7,OUT
-1,15,13,OUT
13,-1,10,OUT
16,19,17,OUT
15,13,5,OUT
19,16,19,OUT
11,-1,20,OUT
20,9,12,OUT
18,12,15,OUT
1,1,1,IN
3,2,3,IN
7,6,2,IN
4,20,4,IN
9,5,9,IN
6,4,8,IN
2,12,7,IN
19,7,15,IN
10,11,10,IN
15,13,11,IN
20,9,12,OUT
12,19,14,OUT
16,14,17,OUT
11,10,16,OUT
17,16,13,OUT
13,15,19,OUT
18,-1,18,OUT
14,-1,20,OUT
8,3,5,OUT
5,-1,6,OUT
1,1,1,IN
5,6,5,IN
11,11,12,IN
2,5,7,IN
19,8,6,IN
4,4,13,IN
7,7,2,IN
14,12,4,IN
20,-1,8,IN
8,9,17,IN
9,10,11,OUT
18,-1,15,OUT
-1,-1,20,OUT
15,15,18,OUT
12,19,19,OUT
10,20,14,OUT
6,2,3,OUT
13,16,16,OUT
3,3,9,OUT
17,-1,10,OUT
1,1,2,IN
4,6,5,IN
5,4,1,IN
19,2,3,IN
17,3,4,IN
6,5,8,IN
8,-1,6,IN
7,7,9,IN
2,19,10,IN
15,13,14,IN
13,-1,12,OUT
9,-1,7,OUT
20,-1,15,OUT
18,10,16,OUT
3,8,17,OUT
11,18,20,OUT
12,-1,13,OUT
14,16,19,OUT
10,11,18,OUT
16,14,11,OUT
3,3,1,IN
8,4,4,IN
6,9,5,IN
4,2,3,IN
1,7,11,IN
15,10,12,IN
12,-1,17,IN
2,1,13,IN
11,-1,10,IN
18,12,6,IN
7,17,14,OUT
14,20,19,OUT
17,-1,9,OUT
13,-1,18,OUT
9,18,7,OUT
5,14,2,OUT
10,11,16,OUT
19,16,8,OUT
20,15,15,OUT
5,1,1,IN
2,10,3,IN
7,-1,2,IN
4,3,4,IN
3,5,7,IN
1,19,6,IN
16,8,8,IN
15,7,10,IN
18,4,14,IN
6,18,12,IN
9,-1,11,OUT
19,13,9,OUT
12,16,19,OUT
13,-1,18,OUT
10,14,15,OUT
11,20,13,OUT
14,-1,20,OUT
-1,12,17,OUT
8,2,5,OUT
17,15,16,OUT
1,-1,1,IN
3,-1,3,IN
2,-1,10,IN
7,-1,2,IN
4,-1,6,IN
8,-1,5,IN
9,-1,8,IN
20,-1,9,IN
13,-1,20,IN
19,-1,13,IN
18,-1,17,OUT
10,-1,7,OUT
16,-1,14,OUT
15,-1,19,OUT
12,-1,11,OUT
14,-1,15,OUT
11,-1,18,OUT
17,-1,16,OUT
5,-1,4,OUT
6,-1,12,OUT
1,1,6,IN
19,2,3,IN
3,6,2,IN
20,20,4,IN
10,4,9,IN
5,3,1,IN
4,5,5,IN
12,14,7,IN
11,18,19,IN
15,10,11,IN
13,13,18,OUT
18,-1,20,OUT
16,-1,16,OUT
8,19,13,OUT
9,12,12,OUT
14,9,14,OUT
-1,16,15,OUT
6,7,17,OUT
2,-1,10,OUT
7,11,8,OUT
1,1,3,IN
2,2,6,IN
6,6,1,IN
4,5,2,IN
3,9,19,IN
7,4,8,IN
17,7,4,IN
19,-1,7,IN
11,12,14,IN
20,8,16,IN
8,11,11,OUT
10,20,15,OUT
13,-1,12,OUT
14,10,9,OUT
15,13,10,OUT
12,-1,20,OUT
9,15,18,OUT
18,19,13,OUT
16,17,17,OUT
5,3,5,OUT
1,6,1,IN
5,18,7,IN
18,5,4,IN
20,7,9,IN
17,10,3,IN
4,3,8,IN
11,14,13,IN
2,2,5,IN
12,17,16,IN
10,8,12,IN
16,-1,19,OUT
13,-1,11,OUT
7,20,17,OUT
8,-1,10,OUT
6,1,6,OUT
14,9,18,OUT
15,12,20,OUT
3,4,2,OUT
19,19,14,OUT
9,15,15,OUT
1,-1,3,IN
18,-1,1,IN
4,-1,12,IN
10,-1,17,IN
5,-1,14,IN
6,-1,2,IN
8,-1,11,IN
15,-1,4,IN
3,-1,10,IN
14,-1,19,IN
7,-1,5,OUT
20,-1,6,OUT
19,-1,9,OUT
13,-1,15,OUT
17,-1,18,OUT
11,-1,7,OUT
16,-1,8,OUT
9,-1,20,OUT
12,-1,13,OUT
2,-1,16,OUT
1,1,1,IN
